Region;SubRegion;Country;CountryCode;Year;DrugGroup;Drug;SpecificDrugName;KgEquivalent;Comment
Europe;Western and Central Europe;Germany;DEU;2013;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Germany;DEU;2013;Opioids;Heroin;;270;
Europe;Western and Central Europe;Germany;DEU;2013;Opioids;Opium;Raw and prepared;294;
Europe;Western and Central Europe;Germany;DEU;2013;Cocaine-type;Cocaine salts;;1314;
Europe;Western and Central Europe;Germany;DEU;2013;Cocaine-type;Crack;;0;
Europe;Western and Central Europe;Germany;DEU;2013;ATS;Amphetamine;;1262;
Europe;Western and Central Europe;Germany;DEU;2013;ATS;Methamphetamine;;77;
Europe;Western and Central Europe;Germany;DEU;2013;ATS;Ecstasy-type substances;;130;
Europe;Western and Central Europe;Germany;DEU;2013;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Germany;DEU;2013;Substances not under international control;Other Plant-based substances;Mushrooms;20;
Europe;Western and Central Europe;Germany;DEU;2013;Substances not under international control;Plant-based NPS;Khat;22795;
Africa;West and Central Africa;Ghana;GHA;2013;Cannabis-type;Marijuana (herb);;13534;
Africa;West and Central Africa;Ghana;GHA;2013;Opioids;Opium;Raw and prepared;6;
Africa;West and Central Africa;Ghana;GHA;2013;Cocaine-type;Cocaine salts;;901;
Africa;West and Central Africa;Ghana;GHA;2013;ATS;Methamphetamine;;11;
Europe;Western and Central Europe;Greece;GRC;2013;Cannabis-type;Marijuana (herb);;20942;
Europe;Western and Central Europe;Greece;GRC;2013;Cannabis-type;Hashish (resin);;8;
Europe;Western and Central Europe;Greece;GRC;2013;Cannabis-type;Cannabis plants;;2301;
Europe;Western and Central Europe;Greece;GRC;2013;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Greece;GRC;2013;Cannabis-type;Cannabis seed;;2;
Europe;Western and Central Europe;Greece;GRC;2013;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Greece;GRC;2013;Opioids;Heroin;;236;
Europe;Western and Central Europe;Greece;GRC;2013;Opioids;Heroin;;0;
Europe;Western and Central Europe;Greece;GRC;2013;Opioids;Opium;Raw and prepared;3;
Europe;Western and Central Europe;Greece;GRC;2013;Opioids;Pharmaceutical opioids;Methadone;5;
Europe;Western and Central Europe;Greece;GRC;2013;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Greece;GRC;2013;Cocaine-type;Cocaine salts;;706;
Europe;Western and Central Europe;Greece;GRC;2013;Cocaine-type;Coca leaf;;6;
Europe;Western and Central Europe;Greece;GRC;2013;ATS;Amphetamine;;1;
Europe;Western and Central Europe;Greece;GRC;2013;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Greece;GRC;2013;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Greece;GRC;2013;ATS;Ecstasy-type substances;;9;
Europe;Western and Central Europe;Greece;GRC;2013;ATS;Methamphetamine;Crystalline Methamphetamine;15;
Europe;Western and Central Europe;Greece;GRC;2013;Sedatives and Tranquillizers;Sedatives and tranquillizers;;1;
Europe;Western and Central Europe;Greece;GRC;2013;Sedatives and Tranquillizers;Sedatives and tranquillizers;;1;
Europe;Western and Central Europe;Greece;GRC;2013;Hallucinogens;Hallucinogens;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cannabis-type;Marijuana (herb);;27;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cannabis-type;Hashish (resin);;72;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cannabis-type;Cannabis plants;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cannabis-type;Marijuana (herb);Buds (flowers);26;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Heroin;;123;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Heroin;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Opium;Raw and prepared;8;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Illicit morphine;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Illicit morphine;;11;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Pharmaceutical opioids;Codeine;2;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Pharmaceutical opioids;Methadone;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Opioids;Pharmaceutical opioids;Methadone;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cocaine-type;Cocaine salts;;454;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cocaine-type;Cocaine salts;;4;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Cocaine-type;Crack;;14;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;ATS;Amphetamine;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;ATS;Amphetamine;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;ATS;Ecstasy-type substances;;1;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;ATS;Ecstasy-type substances;;1;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;ATS;Other stimulants;;2;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Sedatives and Tranquillizers;GHB;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Sedatives and Tranquillizers;Benzodiazepines;;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Sedatives and Tranquillizers;Benzodiazepines;;1;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;293;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;0;
Asia;East and South-East Asia;China, Hong Kong SAR;HKG;2013;Substances not under international control;Plant-based NPS;Khat;314;
Europe;Western and Central Europe;Hungary;HUN;2013;Cannabis-type;Marijuana (herb);;863;
Europe;Western and Central Europe;Hungary;HUN;2013;Cannabis-type;Hashish (resin);;5;
Europe;Western and Central Europe;Hungary;HUN;2013;Cannabis-type;Cannabis plants;;531;
Europe;Western and Central Europe;Hungary;HUN;2013;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Hungary;HUN;2013;Opioids;Heroin;;6;
Europe;Western and Central Europe;Hungary;HUN;2013;Opioids;Illicit morphine;;2;
Europe;Western and Central Europe;Hungary;HUN;2013;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Hungary;HUN;2013;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Hungary;HUN;2013;Opioids;Poppy plants;Poppy straw;2152;
Europe;Western and Central Europe;Hungary;HUN;2013;Cocaine-type;Cocaine salts;;8;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Amphetamine;;75;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Ecstasy-type substances;;2;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Ecstasy-type substances;;5;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Other stimulants;Cathinone;82;
Europe;Western and Central Europe;Hungary;HUN;2013;ATS;Other stimulants;Cathinone;14;
Europe;Western and Central Europe;Hungary;HUN;2013;Substances not under international control;Phenethylamines;Phenetylamine;1;
Europe;Western and Central Europe;Hungary;HUN;2013;Substances not under international control;Phenethylamines;Phenetylamine;0;
Europe;Western and Central Europe;Hungary;HUN;2013;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Hungary;HUN;2013;Substances not under international control;GBL;;6;
Europe;Western and Central Europe;Hungary;HUN;2013;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;0;
Europe;Western and Central Europe;Hungary;HUN;2013;Substances not under international control;Synthetic cannabinoids (Spice);Powder;16;
Europe;Western and Central Europe;Hungary;HUN;2013;Substances not under international control;Synthetic cannabinoids (Spice);Plant material;45;
Europe;Western and Central Europe;Iceland;ISL;2013;Cannabis-type;Marijuana (herb);;33;
Europe;Western and Central Europe;Iceland;ISL;2013;Cannabis-type;Hashish (resin);;1;
Europe;Western and Central Europe;Iceland;ISL;2013;Cannabis-type;Cannabis plants;;48;
Europe;Western and Central Europe;Iceland;ISL;2013;Cannabis-type;Cannabis plants;;667;
Europe;Western and Central Europe;Iceland;ISL;2013;Cannabis-type;Cannabis seed;;0;
Europe;Western and Central Europe;Iceland;ISL;2013;Opioids;Heroin;;0;
Europe;Western and Central Europe;Iceland;ISL;2013;Cocaine-type;Cocaine salts;;3;
Europe;Western and Central Europe;Iceland;ISL;2013;ATS;Amphetamine;;34;
Europe;Western and Central Europe;Iceland;ISL;2013;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Iceland;ISL;2013;ATS;Ecstasy-type substances;;1;
Europe;Western and Central Europe;Iceland;ISL;2013;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Iceland;ISL;2013;Hallucinogens;LSD;;0;
Asia;Near and Middle East/ South-West Asia;Iran (Islamic Republic of);IRN;2013;Cannabis-type;Hashish (resin);;76067;
Asia;Near and Middle East/ South-West Asia;Iran (Islamic Republic of);IRN;2013;Opioids;Heroin;;13730;
Asia;Near and Middle East/ South-West Asia;Iran (Islamic Republic of);IRN;2013;Opioids;Opium;Raw and prepared;436159;
Asia;Near and Middle East/ South-West Asia;Iran (Islamic Republic of);IRN;2013;Opioids;Illicit morphine;;10429;
Asia;Near and Middle East/ South-West Asia;Iran (Islamic Republic of);IRN;2013;ATS;Methamphetamine;;3677;
Europe;Western and Central Europe;Ireland;IRL;2013;Cannabis-type;Marijuana (herb);;1325;
Europe;Western and Central Europe;Ireland;IRL;2013;Cannabis-type;Hashish (resin);;649;
Europe;Western and Central Europe;Ireland;IRL;2013;Cannabis-type;Cannabis plants;;2885;
Europe;Western and Central Europe;Ireland;IRL;2013;Opioids;Heroin;;68;
Europe;Western and Central Europe;Ireland;IRL;2013;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Opioids;Pharmaceutical opioids;Methadone;6;
Europe;Western and Central Europe;Ireland;IRL;2013;Cocaine-type;Cocaine salts;;89;
Europe;Western and Central Europe;Ireland;IRL;2013;Cocaine-type;Crack;;0;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Amphetamine;;38;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Methamphetamine;;1;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Ecstasy-type substances;;1;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Ecstasy-type substances;;229;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Methamphetamine;Methylamphetamine;3;
Europe;Western and Central Europe;Ireland;IRL;2013;ATS;Methamphetamine;Methylamphetamine;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Other miscellaneous;Other miscellaneous;Polyvinylpyrrolidone (PVP);40;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Phenethylamines;Fluoroamphetamine;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Phenethylamines;Fluoroamphetamine;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Sedatives and Tranquillizers;Benzodiazepines;;5;
Europe;Western and Central Europe;Ireland;IRL;2013;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Tryptamines;AMT;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Hallucinogens;Hallucinogens;Lysergamides;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Plant-based NPS;Khat;27;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Plant-based NPS;Khat;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Synthetic cannabinoids (Spice);;1;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Synthetic cathinones;Non-specified synthetic cathinones;15;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Synthetic cathinones;Non-specified synthetic cathinones;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Piperazines;;0;
Europe;Western and Central Europe;Ireland;IRL;2013;Substances not under international control;Piperazines;;1;
Europe;Western and Central Europe;Ireland;IRL;2013;Other miscellaneous;Other miscellaneous;;294;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;Cannabis-type;Marijuana (herb);;1171;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;Cannabis-type;Hashish (resin);;2552;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;Opioids;Heroin;;52;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;Cocaine-type;Cocaine salts;;148;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;ATS;Amphetamine;;2;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;ATS;Methamphetamine;;12;
Asia;Near and Middle East/ South-West Asia;Israel;ISR;2013;ATS;Ecstasy-type substances;;1;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Marijuana (herb);;28821;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Marijuana (herb);;1;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Hashish (resin);;36301;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Hashish (resin);;0;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Cannabis plants;;89487;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Cannabis oil;;46;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Cannabis oil;;5;
Europe;Western and Central Europe;Italy;ITA;2013;Cannabis-type;Synthetic cannabinoids under international control;JWH - 018;0;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Heroin;;882;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Heroin;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Opium;Raw and prepared;91;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Pharmaceutical opioids;Methadone;3;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Pharmaceutical opioids;Methadone;19;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Poppy plants;Capsule;50;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Poppy plants;Capsule;14;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Poppy plants;Bulbs;58;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Poppy plants;Bulbs;253;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Pharmaceutical opioids;Codeine;0;
Europe;Western and Central Europe;Italy;ITA;2013;Opioids;Pharmaceutical opioids;Codeine;0;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Cocaine salts;;4942;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Cocaine salts;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Crack;;6;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Crack;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Coca leaf;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Non-specified cocaine;Liquid cocaine;25;
Europe;Western and Central Europe;Italy;ITA;2013;Cocaine-type;Coca paste/cocaine base;;10;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Amphetamine;;39;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Methamphetamine;;29;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Methamphetamine;;0;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Ecstasy-type substances;;17;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Ecstasy-type substances;;1;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);7;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Other stimulants;Mephedrone (4-methylmethcathinone, 4-MMC);0;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Other stimulants;;3;
Europe;Western and Central Europe;Italy;ITA;2013;ATS;Other stimulants;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Sedatives and Tranquillizers;Benzodiazepines;;15;
Europe;Western and Central Europe;Italy;ITA;2013;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Sedatives and Tranquillizers;Barbiturates;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Sedatives and Tranquillizers;GHB;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Sedatives and Tranquillizers;GHB;;1;
Europe;Western and Central Europe;Italy;ITA;2013;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Hallucinogens;LSD;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Substances not under international control;Plant-based NPS;Khat;691;
Europe;Western and Central Europe;Italy;ITA;2013;Hallucinogens;Other Hallucinogens;;23;
Europe;Western and Central Europe;Italy;ITA;2013;Hallucinogens;Other Hallucinogens;;0;
Europe;Western and Central Europe;Italy;ITA;2013;Other miscellaneous;Anabolic steroids;Nandrolone;6;
Europe;Western and Central Europe;Italy;ITA;2013;Other miscellaneous;Anabolic steroids;Nandrolone;1;
Europe;Western and Central Europe;Italy;ITA;2013;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;5;
Europe;Western and Central Europe;Italy;ITA;2013;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;1;
Europe;Western and Central Europe;Italy;ITA;2013;Other miscellaneous;Other miscellaneous;;2;
Europe;Western and Central Europe;Italy;ITA;2013;Other miscellaneous;Other miscellaneous;;0;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;Cannabis-type;Marijuana (herb);;5008;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;Cannabis-type;Hashish (resin);;444;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;Opioids;Heroin;;244;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;Opioids;Opium;Raw and prepared;0;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;Cocaine-type;Cocaine salts;;12;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;ATS;Amphetamine;Captagon;3828;
Asia;Near and Middle East/ South-West Asia;Jordan;JOR;2013;Precursors;Other precursors;Formamides;230;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2013;Cannabis-type;Marijuana (herb);;3590;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2013;Cannabis-type;Hashish (resin);;541;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2013;Opioids;Heroin;;247;
Asia;Central Asia and Transcaucasia;Kyrgyzstan;KGZ;2013;Opioids;Opium;Raw and prepared;132;
Asia;East and South-East Asia;Japan;JPN;2013;Cannabis-type;Marijuana (herb);;198;
Asia;East and South-East Asia;Japan;JPN;2013;Cannabis-type;Hashish (resin);;1;
Asia;East and South-East Asia;Japan;JPN;2013;Cannabis-type;Cannabis plants;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Cannabis-type;Cannabis plants;;419;
Asia;East and South-East Asia;Japan;JPN;2013;Cannabis-type;Marijuana (herb);Cigarette;0;
Asia;East and South-East Asia;Japan;JPN;2013;Cannabis-type;Marijuana (herb);Cigarette;0;
Asia;East and South-East Asia;Japan;JPN;2013;Opioids;Heroin;;4;
Asia;East and South-East Asia;Japan;JPN;2013;Opioids;Opium;Raw and prepared;0;
Asia;East and South-East Asia;Japan;JPN;2013;Opioids;Illicit morphine;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Opioids;Poppy plants;;11;
Asia;East and South-East Asia;Japan;JPN;2013;Cocaine-type;Cocaine salts;;124;
Asia;East and South-East Asia;Japan;JPN;2013;Cocaine-type;Coca leaf;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Opioids;Pharmaceutical opioids;Codeine;0;
Asia;East and South-East Asia;Japan;JPN;2013;ATS;Methamphetamine;;847;
Asia;East and South-East Asia;Japan;JPN;2013;ATS;Methamphetamine;;0;
Asia;East and South-East Asia;Japan;JPN;2013;ATS;Ecstasy-type substances;;1;
Asia;East and South-East Asia;Japan;JPN;2013;ATS;Other stimulants;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Sedatives and Tranquillizers;Benzodiazepines;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Sedatives and Tranquillizers;Barbiturates;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Sedatives and Tranquillizers;Other sedatives and tranquillizers;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Hallucinogens;LSD;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Hallucinogens;Other Hallucinogens;;2;
Asia;East and South-East Asia;Japan;JPN;2013;Hallucinogens;Other Hallucinogens;;0;
Asia;East and South-East Asia;Japan;JPN;2013;Non-specified;Non-specified;Pharmaceuticals;0;
Asia;East and South-East Asia;Japan;JPN;2013;Non-specified;Non-specified;Pharmaceuticals;0;
Asia;East and South-East Asia;Japan;JPN;2013;Non-specified;Non-specified;Synthetic narcotics;8;
Asia;East and South-East Asia;Japan;JPN;2013;Non-specified;Non-specified;Synthetic narcotics;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Opioids;Heroin;;3;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Opioids;Pharmaceutical opioids;Codeine;5;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Cocaine-type;Cocaine salts;;43;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;ATS;Methamphetamine;;2;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;ATS;Ecstasy-type substances;;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Substances not under international control;Phenethylamines;Fluoroamphetamine;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;ATS;Methamphetamine;YABA;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Sedatives and Tranquillizers;Benzodiazepines;;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Sedatives and Tranquillizers;Barbiturates;;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Sedatives and Tranquillizers;Other sedatives and tranquillizers;Zolpidem;0;
Asia;East and South-East Asia;China, Macao SAR;MAC;2013;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;2;
Europe;Western and Central Europe;Latvia;LVA;2013;Cannabis-type;Marijuana (herb);;29;
Europe;Western and Central Europe;Latvia;LVA;2013;Cannabis-type;Hashish (resin);;105;
Europe;Western and Central Europe;Latvia;LVA;2013;Cannabis-type;Cannabis plants;;344;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Heroin;;1;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Opium;Raw and prepared;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Illicit morphine;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Pharmaceutical opioids;Buprenorphine;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Pharmaceutical opioids;Methadone;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Pharmaceutical opioids;Codeine;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Poppy plants;Poppy straw;1;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Poppy plants;;6;
Europe;Western and Central Europe;Latvia;LVA;2013;Opioids;Pharmaceutical opioids;Carfentanyl;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Cocaine-type;Cocaine salts;;1;
Europe;Western and Central Europe;Latvia;LVA;2013;Cocaine-type;Coca leaf;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Amphetamine;;2;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Methamphetamine;;44;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Ecstasy-type substances;"MDA (3,4-methylenedioxyamphetamine; tenamfetamine)";0;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Other stimulants;;0;mixture of Methamphetamine & Mephedrone
Europe;Western and Central Europe;Latvia;LVA;2013;Sedatives and Tranquillizers;Benzodiazepines;;2;
Europe;Western and Central Europe;Latvia;LVA;2013;Sedatives and Tranquillizers;Benzodiazepines;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Sedatives and Tranquillizers;Barbiturates;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Sedatives and Tranquillizers;GHB;;2;
Europe;Western and Central Europe;Latvia;LVA;2013;Substances not under international control;Other prescription medicines;Trihexyphenidyle;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Sedatives and Tranquillizers;Non-specified sedatives and tranquillizers;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Sedatives and Tranquillizers;Non-specified sedatives and tranquillizers;;0;
Europe;Western and Central Europe;Latvia;LVA;2013;Substances not under international control;GBL;;6;
Europe;Western and Central Europe;Latvia;LVA;2013;Substances not under international control;Other Plant-based substances;Mushrooms;0;
Europe;Western and Central Europe;Latvia;LVA;2013;ATS;Other stimulants;Cathinone;1;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Cannabis-type;Marijuana (herb);;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Cannabis-type;Hashish (resin);;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Cannabis-type;Cannabis plants;;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Cannabis-type;Cannabis oil;;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Opioids;Heroin;;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Cocaine-type;Cocaine salts;;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;ATS;Amphetamine;;0;
Europe;Western and Central Europe;Liechtenstein;LIE;2013;Hallucinogens;Other Hallucinogens;Psilocybin;2;
Europe;Western and Central Europe;Lithuania;LTU;2013;Cannabis-type;Marijuana (herb);;124;
Europe;Western and Central Europe;Lithuania;LTU;2013;Cannabis-type;Hashish (resin);;1090;
Europe;Western and Central Europe;Lithuania;LTU;2013;Opioids;Heroin;;13;
Europe;Western and Central Europe;Lithuania;LTU;2013;Cocaine-type;Cocaine salts;;3;
Europe;Western and Central Europe;Lithuania;LTU;2013;ATS;Amphetamine;;13;
Europe;Western and Central Europe;Lithuania;LTU;2013;ATS;Methamphetamine;;58;
Europe;Western and Central Europe;Lithuania;LTU;2013;ATS;Ecstasy-type substances;;0;
Europe;Western and Central Europe;Lithuania;LTU;2013;Substances not under international control;Synthetic cathinones;4-MEC;2;
